year,cma_code,cma_name,appl_risk_class,licence_type_desc,active_device_count,active_licence_count,seniors_65plus
2020,537,Hamilton,2,Device Group Family,3,1,149635
2020,537,Hamilton,2,Single Device,4,4,149635
2020,537,Hamilton,2,System,2,1,149635
2020,537,Hamilton,2,Test Kit,37,21,149635
2020,537,Hamilton,3,Test Kit,1,1,149635
2020,541,Kitchener - Cambridge - Waterloo,2,Device Family,55,18,89705
2020,541,Kitchener - Cambridge - Waterloo,2,Device Group,1,1,89705
2020,541,Kitchener - Cambridge - Waterloo,2,Single Device,6,6,89705
2020,541,Kitchener - Cambridge - Waterloo,2,System,71,7,89705
2020,541,Kitchener - Cambridge - Waterloo,3,Device Family,2,1,89705
2020,541,Kitchener - Cambridge - Waterloo,3,Device Group Family,5,3,89705
2020,541,Kitchener - Cambridge - Waterloo,3,System,20,5,89705
2020,567,Collingwood,2,Device Family,1,1,
2020,568,Barrie,2,Device Family,42,17,34440
2020,568,Barrie,2,Device Group Family,6,3,34440
2020,568,Barrie,2,Single Device,4,3,34440
2020,568,Barrie,3,Test Kit,6,2,34440
2020,NA,Unmapped / Out-of-scope,2,Device Family,1855,555,
2020,NA,Unmapped / Out-of-scope,2,Device Group,43,27,
2020,NA,Unmapped / Out-of-scope,2,Device Group Family,580,142,
2020,NA,Unmapped / Out-of-scope,2,Single Device,204,197,
2020,NA,Unmapped / Out-of-scope,2,System,538,100,
2020,NA,Unmapped / Out-of-scope,2,Test Kit,281,188,
2020,NA,Unmapped / Out-of-scope,3,Device Family,72,29,
2020,NA,Unmapped / Out-of-scope,3,Device Group,3,3,
2020,NA,Unmapped / Out-of-scope,3,Device Group Family,62,15,
2020,NA,Unmapped / Out-of-scope,3,Single Device,19,17,
2020,NA,Unmapped / Out-of-scope,3,System,384,57,
2020,NA,Unmapped / Out-of-scope,3,Test Kit,13,12,
2020,NA,Unmapped / Out-of-scope,4,Device Family,17,6,
2020,NA,Unmapped / Out-of-scope,4,Single Device,4,4,
2020,NA,Unmapped / Out-of-scope,4,System,24,6,
2020,NA,Unmapped / Out-of-scope,4,Test Kit,3,3,
2021,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2,Device Family,9,6,195980
2021,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2,Single Device,9,9,195980
2021,521,Kingston,2,Device Family,2,1,36965
2021,530,Kawartha Lakes,2,Device Family,8,7,
2021,530,Kawartha Lakes,2,Device Group,2,2,
2021,530,Kawartha Lakes,2,Device Group Family,28,3,
2021,530,Kawartha Lakes,2,Single Device,14,14,
2021,530,Kawartha Lakes,3,Device Group Family,2,2,
2021,532,Oshawa,2,Device Family,2,1,65435
2021,532,Oshawa,2,Test Kit,2,2,65435
2021,535,Toronto,2,Device Family,645,199,1002645
2021,535,Toronto,2,Device Group,32,30,1002645
2021,535,Toronto,2,Device Group Family,158,53,1002645
2021,535,Toronto,2,Single Device,61,60,1002645
2021,535,Toronto,2,System,171,38,1002645
2021,535,Toronto,2,Test Kit,93,21,1002645
2021,535,Toronto,3,Device Family,69,20,1002645
2021,535,Toronto,3,Device Group Family,46,1,1002645
2021,535,Toronto,3,Single Device,1,1,1002645
2021,535,Toronto,3,System,74,13,1002645
2021,535,Toronto,3,Test Kit,57,8,1002645
2021,535,Toronto,4,Device Family,1,1,1002645
2021,535,Toronto,4,Device Group,1,1,1002645
2021,535,Toronto,4,Device Group Family,1,1,1002645
2021,535,Toronto,4,Single Device,3,3,1002645
2021,537,Hamilton,2,Device Family,115,14,149635
2021,537,Hamilton,2,Device Group Family,3,1,149635
2021,537,Hamilton,2,Single Device,4,4,149635
2021,537,Hamilton,2,System,2,1,149635
2021,537,Hamilton,2,Test Kit,37,21,149635
2021,537,Hamilton,3,Test Kit,1,1,149635
2021,541,Kitchener - Cambridge - Waterloo,2,Device Family,56,19,89705
2021,541,Kitchener - Cambridge - Waterloo,2,Device Group,1,1,89705
2021,541,Kitchener - Cambridge - Waterloo,2,Device Group Family,1,1,89705
2021,541,Kitchener - Cambridge - Waterloo,2,Single Device,7,7,89705
2021,541,Kitchener - Cambridge - Waterloo,2,System,85,9,89705
2021,541,Kitchener - Cambridge - Waterloo,3,Device Family,2,1,89705
2021,541,Kitchener - Cambridge - Waterloo,3,Device Group Family,5,3,89705
2021,541,Kitchener - Cambridge - Waterloo,3,Single Device,1,1,89705
2021,541,Kitchener - Cambridge - Waterloo,3,System,41,9,89705
2021,543,Brantford,2,Single Device,1,1,27840
2021,567,Collingwood,2,Device Family,1,1,
2021,568,Barrie,2,Device Family,43,18,34440
2021,568,Barrie,2,Device Group Family,6,3,34440
2021,568,Barrie,2,Single Device,6,4,34440
2021,568,Barrie,3,Test Kit,6,2,34440
2021,NA,Unmapped / Out-of-scope,2,Device Family,1949,593,
2021,NA,Unmapped / Out-of-scope,2,Device Group,47,31,
2021,NA,Unmapped / Out-of-scope,2,Device Group Family,615,150,
2021,NA,Unmapped / Out-of-scope,2,Single Device,229,222,
2021,NA,Unmapped / Out-of-scope,2,System,572,104,
2021,NA,Unmapped / Out-of-scope,2,Test Kit,292,194,
2021,NA,Unmapped / Out-of-scope,3,Device Family,76,31,
2021,NA,Unmapped / Out-of-scope,3,Device Group,4,4,
2021,NA,Unmapped / Out-of-scope,3,Device Group Family,63,15,
2021,NA,Unmapped / Out-of-scope,3,Single Device,20,18,
2021,NA,Unmapped / Out-of-scope,3,System,432,61,
2021,NA,Unmapped / Out-of-scope,3,Test Kit,13,12,
2021,NA,Unmapped / Out-of-scope,4,Device Family,17,6,
2021,NA,Unmapped / Out-of-scope,4,Single Device,4,4,
2021,NA,Unmapped / Out-of-scope,4,System,24,6,
2021,NA,Unmapped / Out-of-scope,4,Test Kit,3,3,
2022,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2,Device Family,10,7,195980
2022,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2,Single Device,9,9,195980
2022,521,Kingston,2,Device Family,2,1,36965
2022,530,Kawartha Lakes,2,Device Family,8,7,
2022,530,Kawartha Lakes,2,Device Group,2,2,
2022,530,Kawartha Lakes,2,Device Group Family,28,3,
2022,530,Kawartha Lakes,2,Single Device,14,14,
2022,530,Kawartha Lakes,3,Device Group Family,2,2,
2022,532,Oshawa,2,Device Family,2,1,65435
2022,532,Oshawa,2,Test Kit,2,2,65435
2022,535,Toronto,2,Device Family,704,217,1002645
2022,535,Toronto,2,Device Group,33,31,1002645
2022,535,Toronto,2,Device Group Family,160,53,1002645
2022,535,Toronto,2,Single Device,65,64,1002645
2022,535,Toronto,2,System,199,43,1002645
2022,535,Toronto,2,Test Kit,93,21,1002645
2022,535,Toronto,3,Device Family,69,20,1002645
2022,535,Toronto,3,Device Group Family,46,1,1002645
2022,535,Toronto,3,Single Device,1,1,1002645
2022,535,Toronto,3,System,79,14,1002645
2022,535,Toronto,3,Test Kit,57,8,1002645
2022,535,Toronto,4,Device Family,1,1,1002645
2022,535,Toronto,4,Device Group,1,1,1002645
2022,535,Toronto,4,Device Group Family,1,1,1002645
2022,535,Toronto,4,Single Device,3,3,1002645
2022,537,Hamilton,2,Device Family,115,14,149635
2022,537,Hamilton,2,Device Group Family,3,1,149635
2022,537,Hamilton,2,Single Device,4,4,149635
2022,537,Hamilton,2,System,2,1,149635
2022,537,Hamilton,2,Test Kit,38,21,149635
2022,537,Hamilton,3,Test Kit,1,1,149635
2022,541,Kitchener - Cambridge - Waterloo,2,Device Family,80,27,89705
2022,541,Kitchener - Cambridge - Waterloo,2,Device Group,2,2,89705
2022,541,Kitchener - Cambridge - Waterloo,2,Device Group Family,5,2,89705
2022,541,Kitchener - Cambridge - Waterloo,2,Single Device,12,11,89705
2022,541,Kitchener - Cambridge - Waterloo,2,System,105,13,89705
2022,541,Kitchener - Cambridge - Waterloo,3,Device Family,2,1,89705
2022,541,Kitchener - Cambridge - Waterloo,3,Device Group Family,5,3,89705
2022,541,Kitchener - Cambridge - Waterloo,3,Single Device,2,2,89705
2022,541,Kitchener - Cambridge - Waterloo,3,System,46,11,89705
2022,543,Brantford,2,Single Device,1,1,27840
2022,567,Collingwood,2,Device Family,3,3,
2022,568,Barrie,2,Device Family,43,18,34440
2022,568,Barrie,2,Device Group Family,6,3,34440
2022,568,Barrie,2,Single Device,6,4,34440
2022,568,Barrie,3,Test Kit,8,4,34440
2022,NA,Unmapped / Out-of-scope,2,Device Family,2095,638,
2022,NA,Unmapped / Out-of-scope,2,Device Group,55,38,
2022,NA,Unmapped / Out-of-scope,2,Device Group Family,653,158,
2022,NA,Unmapped / Out-of-scope,2,Single Device,265,257,
2022,NA,Unmapped / Out-of-scope,2,System,631,116,
2022,NA,Unmapped / Out-of-scope,2,Test Kit,410,229,
2022,NA,Unmapped / Out-of-scope,3,Device Family,88,39,
2022,NA,Unmapped / Out-of-scope,3,Device Group,4,4,
2022,NA,Unmapped / Out-of-scope,3,Device Group Family,63,15,
2022,NA,Unmapped / Out-of-scope,3,Single Device,21,19,
2022,NA,Unmapped / Out-of-scope,3,System,455,64,
2022,NA,Unmapped / Out-of-scope,3,Test Kit,13,12,
2022,NA,Unmapped / Out-of-scope,4,Device Family,17,6,
2022,NA,Unmapped / Out-of-scope,4,Device Group Family,1,1,
2022,NA,Unmapped / Out-of-scope,4,Single Device,4,4,
2022,NA,Unmapped / Out-of-scope,4,System,25,6,
2022,NA,Unmapped / Out-of-scope,4,Test Kit,3,3,
2023,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2,Device Family,12,8,195980
2023,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2,Single Device,9,9,195980
2023,521,Kingston,2,Device Family,2,1,36965
2023,530,Kawartha Lakes,2,Device Family,8,7,
2023,530,Kawartha Lakes,2,Device Group,2,2,
2023,530,Kawartha Lakes,2,Device Group Family,28,3,
2023,530,Kawartha Lakes,2,Single Device,14,14,
2023,530,Kawartha Lakes,3,Device Group Family,2,2,
2023,532,Oshawa,2,Device Family,2,1,65435
2023,532,Oshawa,2,Test Kit,2,2,65435
2023,535,Toronto,2,Device Family,797,287,1002645
2023,535,Toronto,2,Device Group,39,36,1002645
2023,535,Toronto,2,Device Group Family,161,53,1002645
2023,535,Toronto,2,Single Device,70,69,1002645
2023,535,Toronto,2,System,214,46,1002645
2023,535,Toronto,2,Test Kit,168,35,1002645
2023,535,Toronto,3,Device Family,71,21,1002645
2023,535,Toronto,3,Device Group Family,46,1,1002645
2023,535,Toronto,3,Single Device,1,1,1002645
2023,535,Toronto,3,System,89,15,1002645
2023,535,Toronto,3,Test Kit,61,10,1002645
2023,535,Toronto,4,Device Family,1,1,1002645
2023,535,Toronto,4,Device Group,1,1,1002645
2023,535,Toronto,4,Device Group Family,1,1,1002645
2023,535,Toronto,4,Single Device,3,3,1002645
2023,537,Hamilton,2,Device Family,120,15,149635
2023,537,Hamilton,2,Device Group Family,3,1,149635
2023,537,Hamilton,2,Single Device,5,5,149635
2023,537,Hamilton,2,System,2,1,149635
2023,537,Hamilton,2,Test Kit,39,22,149635
2023,537,Hamilton,3,Test Kit,1,1,149635
2023,541,Kitchener - Cambridge - Waterloo,2,Device Family,83,28,89705
2023,541,Kitchener - Cambridge - Waterloo,2,Device Group,3,2,89705
2023,541,Kitchener - Cambridge - Waterloo,2,Device Group Family,5,2,89705
2023,541,Kitchener - Cambridge - Waterloo,2,Single Device,12,11,89705
2023,541,Kitchener - Cambridge - Waterloo,2,System,114,15,89705
2023,541,Kitchener - Cambridge - Waterloo,3,Device Family,2,1,89705
2023,541,Kitchener - Cambridge - Waterloo,3,Device Group Family,5,3,89705
2023,541,Kitchener - Cambridge - Waterloo,3,Single Device,2,2,89705
2023,541,Kitchener - Cambridge - Waterloo,3,System,59,14,89705
2023,543,Brantford,2,Single Device,1,1,27840
2023,566,Owen Sound,2,Device Family,1,1,
2023,566,Owen Sound,2,Device Group,1,1,
2023,567,Collingwood,2,Device Family,3,3,
2023,568,Barrie,2,Device Family,52,20,34440
2023,568,Barrie,2,Device Group Family,7,4,34440
2023,568,Barrie,2,Single Device,6,4,34440
2023,568,Barrie,2,Test Kit,2,2,34440
2023,568,Barrie,3,Test Kit,8,4,34440
2023,NA,Unmapped / Out-of-scope,2,Device Family,2267,707,
2023,NA,Unmapped / Out-of-scope,2,Device Group,63,46,
2023,NA,Unmapped / Out-of-scope,2,Device Group Family,694,163,
2023,NA,Unmapped / Out-of-scope,2,Single Device,304,296,
2023,NA,Unmapped / Out-of-scope,2,System,698,137,
2023,NA,Unmapped / Out-of-scope,2,Test Kit,448,245,
2023,NA,Unmapped / Out-of-scope,3,Device Family,116,40,
2023,NA,Unmapped / Out-of-scope,3,Device Group,5,5,
2023,NA,Unmapped / Out-of-scope,3,Device Group Family,63,15,
2023,NA,Unmapped / Out-of-scope,3,Single Device,22,20,
2023,NA,Unmapped / Out-of-scope,3,System,476,68,
2023,NA,Unmapped / Out-of-scope,3,Test Kit,14,13,
2023,NA,Unmapped / Out-of-scope,4,Device Family,17,6,
2023,NA,Unmapped / Out-of-scope,4,Device Group Family,1,1,
2023,NA,Unmapped / Out-of-scope,4,Single Device,4,4,
2023,NA,Unmapped / Out-of-scope,4,System,25,6,
2023,NA,Unmapped / Out-of-scope,4,Test Kit,6,5,
2024,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2,Device Family,12,8,195980
2024,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2,Single Device,9,9,195980
2024,521,Kingston,2,Device Family,2,1,36965
2024,530,Kawartha Lakes,2,Device Family,8,7,
2024,530,Kawartha Lakes,2,Device Group,2,2,
2024,530,Kawartha Lakes,2,Device Group Family,28,3,
2024,530,Kawartha Lakes,2,Single Device,14,14,
2024,530,Kawartha Lakes,3,Device Group Family,2,2,
2024,532,Oshawa,2,Device Family,2,1,65435
2024,532,Oshawa,2,Test Kit,2,2,65435
2024,535,Toronto,2,Device Family,830,312,1002645
2024,535,Toronto,2,Device Group,41,37,1002645
2024,535,Toronto,2,Device Group Family,166,55,1002645
2024,535,Toronto,2,Single Device,88,86,1002645
2024,535,Toronto,2,System,228,49,1002645
2024,535,Toronto,2,Test Kit,178,44,1002645
2024,535,Toronto,3,Device Family,73,22,1002645
2024,535,Toronto,3,Device Group Family,46,1,1002645
2024,535,Toronto,3,Single Device,1,1,1002645
2024,535,Toronto,3,System,89,15,1002645
2024,535,Toronto,3,Test Kit,61,10,1002645
2024,535,Toronto,4,Device Family,1,1,1002645
2024,535,Toronto,4,Device Group,1,1,1002645
2024,535,Toronto,4,Device Group Family,2,1,1002645
2024,535,Toronto,4,Single Device,3,3,1002645
2024,537,Hamilton,2,Device Family,131,16,149635
2024,537,Hamilton,2,Device Group Family,4,2,149635
2024,537,Hamilton,2,Single Device,6,6,149635
2024,537,Hamilton,2,System,2,1,149635
2024,537,Hamilton,2,Test Kit,39,22,149635
2024,537,Hamilton,3,Test Kit,1,1,149635
2024,541,Kitchener - Cambridge - Waterloo,2,Device Family,92,30,89705
2024,541,Kitchener - Cambridge - Waterloo,2,Device Group,3,2,89705
2024,541,Kitchener - Cambridge - Waterloo,2,Device Group Family,5,2,89705
2024,541,Kitchener - Cambridge - Waterloo,2,Single Device,14,13,89705
2024,541,Kitchener - Cambridge - Waterloo,2,System,123,17,89705
2024,541,Kitchener - Cambridge - Waterloo,3,Device Family,2,1,89705
2024,541,Kitchener - Cambridge - Waterloo,3,Device Group Family,5,3,89705
2024,541,Kitchener - Cambridge - Waterloo,3,Single Device,2,2,89705
2024,541,Kitchener - Cambridge - Waterloo,3,System,59,14,89705
2024,543,Brantford,2,Single Device,1,1,27840
2024,544,Woodstock,2,Device Family,1,1,
2024,553,Stratford,3,Device Family,1,1,
2024,566,Owen Sound,2,Device Family,1,1,
2024,566,Owen Sound,2,Device Group,1,1,
2024,567,Collingwood,2,Device Family,3,3,
2024,568,Barrie,2,Device Family,52,20,34440
2024,568,Barrie,2,Device Group Family,7,4,34440
2024,568,Barrie,2,Single Device,6,4,34440
2024,568,Barrie,2,Test Kit,2,2,34440
2024,568,Barrie,3,Test Kit,8,4,34440
2024,NA,Unmapped / Out-of-scope,2,Device Family,2453,789,
2024,NA,Unmapped / Out-of-scope,2,Device Group,70,53,
2024,NA,Unmapped / Out-of-scope,2,Device Group Family,718,172,
2024,NA,Unmapped / Out-of-scope,2,Single Device,343,332,
2024,NA,Unmapped / Out-of-scope,2,System,832,161,
2024,NA,Unmapped / Out-of-scope,2,Test Kit,476,254,
2024,NA,Unmapped / Out-of-scope,3,Device Family,130,47,
2024,NA,Unmapped / Out-of-scope,3,Device Group,6,6,
2024,NA,Unmapped / Out-of-scope,3,Device Group Family,69,17,
2024,NA,Unmapped / Out-of-scope,3,Single Device,29,27,
2024,NA,Unmapped / Out-of-scope,3,System,539,77,
2024,NA,Unmapped / Out-of-scope,3,Test Kit,14,13,
2024,NA,Unmapped / Out-of-scope,4,Device Family,17,6,
2024,NA,Unmapped / Out-of-scope,4,Device Group Family,2,2,
2024,NA,Unmapped / Out-of-scope,4,Single Device,4,4,
2024,NA,Unmapped / Out-of-scope,4,System,25,6,
2024,NA,Unmapped / Out-of-scope,4,Test Kit,9,7,
2025,501,Cornwall,2,Device Family,1,1,
2025,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2,Device Family,12,8,195980
2025,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2,Single Device,9,9,195980
2025,521,Kingston,2,Device Family,3,1,36965
2025,521,Kingston,2,Single Device,1,1,36965
2025,530,Kawartha Lakes,2,Device Family,8,7,
2025,530,Kawartha Lakes,2,Device Group,2,2,
2025,530,Kawartha Lakes,2,Device Group Family,28,3,
2025,530,Kawartha Lakes,2,Single Device,14,14,
2025,530,Kawartha Lakes,3,Device Group Family,2,2,
2025,532,Oshawa,2,Device Family,2,1,65435
2025,532,Oshawa,2,Test Kit,2,2,65435
2025,535,Toronto,2,Device Family,859,332,1002645
2025,535,Toronto,2,Device Group,44,40,1002645
2025,535,Toronto,2,Device Group Family,174,60,1002645
2025,535,Toronto,2,Single Device,102,100,1002645
2025,535,Toronto,2,System,246,54,1002645
2025,535,Toronto,2,Test Kit,187,49,1002645
2025,535,Toronto,3,Device Family,79,26,1002645
2025,535,Toronto,3,Device Group,1,1,1002645
2025,535,Toronto,3,Device Group Family,46,1,1002645
2025,535,Toronto,3,Single Device,4,4,1002645
2025,535,Toronto,3,System,97,18,1002645
2025,535,Toronto,3,Test Kit,63,12,1002645
2025,535,Toronto,4,Device Family,1,1,1002645
2025,535,Toronto,4,Device Group,1,1,1002645
2025,535,Toronto,4,Device Group Family,2,1,1002645
2025,535,Toronto,4,Single Device,3,3,1002645
2025,535,Toronto,4,Test Kit,1,1,1002645
2025,537,Hamilton,2,Device Family,135,16,149635
2025,537,Hamilton,2,Device Group Family,5,3,149635
2025,537,Hamilton,2,Single Device,6,6,149635
2025,537,Hamilton,2,System,2,1,149635
2025,537,Hamilton,2,Test Kit,40,23,149635
2025,537,Hamilton,3,Test Kit,1,1,149635
2025,541,Kitchener - Cambridge - Waterloo,2,Device Family,99,35,89705
2025,541,Kitchener - Cambridge - Waterloo,2,Device Group,3,2,89705
2025,541,Kitchener - Cambridge - Waterloo,2,Device Group Family,8,3,89705
2025,541,Kitchener - Cambridge - Waterloo,2,Single Device,14,13,89705
2025,541,Kitchener - Cambridge - Waterloo,2,System,139,19,89705
2025,541,Kitchener - Cambridge - Waterloo,3,Device Family,2,1,89705
2025,541,Kitchener - Cambridge - Waterloo,3,Device Group Family,5,3,89705
2025,541,Kitchener - Cambridge - Waterloo,3,Single Device,2,2,89705
2025,541,Kitchener - Cambridge - Waterloo,3,System,62,15,89705
2025,543,Brantford,2,Single Device,1,1,27840
2025,544,Woodstock,2,Device Family,1,1,
2025,550,Guelph,2,Device Family,2,1,27955
2025,550,Guelph,2,Single Device,5,5,27955
2025,553,Stratford,3,Device Family,1,1,
2025,566,Owen Sound,2,Device Family,1,1,
2025,566,Owen Sound,2,Device Group,1,1,
2025,567,Collingwood,2,Device Family,3,3,
2025,568,Barrie,2,Device Family,52,20,34440
2025,568,Barrie,2,Device Group Family,7,4,34440
2025,568,Barrie,2,Single Device,6,4,34440
2025,568,Barrie,2,Test Kit,2,2,34440
2025,568,Barrie,3,Test Kit,9,5,34440
2025,NA,Unmapped / Out-of-scope,2,Device Family,2725,878,
2025,NA,Unmapped / Out-of-scope,2,Device Group,76,59,
2025,NA,Unmapped / Out-of-scope,2,Device Group Family,774,189,
2025,NA,Unmapped / Out-of-scope,2,Single Device,403,390,
2025,NA,Unmapped / Out-of-scope,2,System,958,184,
2025,NA,Unmapped / Out-of-scope,2,Test Kit,497,269,
2025,NA,Unmapped / Out-of-scope,3,Device Family,139,54,
2025,NA,Unmapped / Out-of-scope,3,Device Group,7,7,
2025,NA,Unmapped / Out-of-scope,3,Device Group Family,69,17,
2025,NA,Unmapped / Out-of-scope,3,Single Device,42,40,
2025,NA,Unmapped / Out-of-scope,3,System,573,85,
2025,NA,Unmapped / Out-of-scope,3,Test Kit,18,16,
2025,NA,Unmapped / Out-of-scope,4,Device Family,17,6,
2025,NA,Unmapped / Out-of-scope,4,Device Group Family,2,2,
2025,NA,Unmapped / Out-of-scope,4,Single Device,4,4,
2025,NA,Unmapped / Out-of-scope,4,System,26,6,
2025,NA,Unmapped / Out-of-scope,4,Test Kit,15,12,
2026,501,Cornwall,2,Device Family,1,1,
2026,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2,Device Family,12,8,195980
2026,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2,Single Device,9,9,195980
2026,521,Kingston,2,Device Family,3,1,36965
2026,521,Kingston,2,Single Device,1,1,36965
2026,530,Kawartha Lakes,2,Device Family,8,7,
2026,530,Kawartha Lakes,2,Device Group,2,2,
2026,530,Kawartha Lakes,2,Device Group Family,28,3,
2026,530,Kawartha Lakes,2,Single Device,14,14,
2026,530,Kawartha Lakes,3,Device Group Family,2,2,
2026,532,Oshawa,2,Device Family,2,1,65435
2026,532,Oshawa,2,Test Kit,2,2,65435
2026,535,Toronto,2,Device Family,862,334,1002645
2026,535,Toronto,2,Device Group,44,40,1002645
2026,535,Toronto,2,Device Group Family,174,60,1002645
2026,535,Toronto,2,Single Device,105,103,1002645
2026,535,Toronto,2,System,246,54,1002645
2026,535,Toronto,2,Test Kit,189,51,1002645
2026,535,Toronto,3,Device Family,79,26,1002645
2026,535,Toronto,3,Device Group,1,1,1002645
2026,535,Toronto,3,Device Group Family,46,1,1002645
2026,535,Toronto,3,Single Device,4,4,1002645
2026,535,Toronto,3,System,102,19,1002645
2026,535,Toronto,3,Test Kit,64,13,1002645
2026,535,Toronto,4,Device Family,1,1,1002645
2026,535,Toronto,4,Device Group,1,1,1002645
2026,535,Toronto,4,Device Group Family,2,1,1002645
2026,535,Toronto,4,Single Device,3,3,1002645
2026,535,Toronto,4,Test Kit,1,1,1002645
2026,537,Hamilton,2,Device Family,140,17,149635
2026,537,Hamilton,2,Device Group Family,5,3,149635
2026,537,Hamilton,2,Single Device,6,6,149635
2026,537,Hamilton,2,System,2,1,149635
2026,537,Hamilton,2,Test Kit,40,23,149635
2026,537,Hamilton,3,Test Kit,1,1,149635
2026,541,Kitchener - Cambridge - Waterloo,2,Device Family,99,35,89705
2026,541,Kitchener - Cambridge - Waterloo,2,Device Group,3,2,89705
2026,541,Kitchener - Cambridge - Waterloo,2,Device Group Family,8,3,89705
2026,541,Kitchener - Cambridge - Waterloo,2,Single Device,14,13,89705
2026,541,Kitchener - Cambridge - Waterloo,2,System,139,19,89705
2026,541,Kitchener - Cambridge - Waterloo,3,Device Family,2,1,89705
2026,541,Kitchener - Cambridge - Waterloo,3,Device Group Family,5,3,89705
2026,541,Kitchener - Cambridge - Waterloo,3,Single Device,2,2,89705
2026,541,Kitchener - Cambridge - Waterloo,3,System,62,15,89705
2026,543,Brantford,2,Single Device,1,1,27840
2026,544,Woodstock,2,Device Family,1,1,
2026,550,Guelph,2,Device Family,2,1,27955
2026,550,Guelph,2,Single Device,5,5,27955
2026,553,Stratford,3,Device Family,1,1,
2026,566,Owen Sound,2,Device Family,1,1,
2026,566,Owen Sound,2,Device Group,1,1,
2026,566,Owen Sound,2,System,3,1,
2026,567,Collingwood,2,Device Family,3,3,
2026,568,Barrie,2,Device Family,52,20,34440
2026,568,Barrie,2,Device Group Family,7,4,34440
2026,568,Barrie,2,Single Device,6,4,34440
2026,568,Barrie,2,Test Kit,2,2,34440
2026,568,Barrie,3,Test Kit,9,5,34440
2026,NA,Unmapped / Out-of-scope,2,Device Family,2733,886,
2026,NA,Unmapped / Out-of-scope,2,Device Group,79,62,
2026,NA,Unmapped / Out-of-scope,2,Device Group Family,776,189,
2026,NA,Unmapped / Out-of-scope,2,Single Device,410,397,
2026,NA,Unmapped / Out-of-scope,2,System,971,185,
2026,NA,Unmapped / Out-of-scope,2,Test Kit,500,272,
2026,NA,Unmapped / Out-of-scope,3,Device Family,141,56,
2026,NA,Unmapped / Out-of-scope,3,Device Group,7,7,
2026,NA,Unmapped / Out-of-scope,3,Device Group Family,70,18,
2026,NA,Unmapped / Out-of-scope,3,Single Device,44,42,
2026,NA,Unmapped / Out-of-scope,3,System,584,88,
2026,NA,Unmapped / Out-of-scope,3,Test Kit,18,16,
2026,NA,Unmapped / Out-of-scope,4,Device Family,17,6,
2026,NA,Unmapped / Out-of-scope,4,Device Group Family,2,2,
2026,NA,Unmapped / Out-of-scope,4,Single Device,4,4,
2026,NA,Unmapped / Out-of-scope,4,System,26,6,
2026,NA,Unmapped / Out-of-scope,4,Test Kit,15,12,
